timestamp,speaker,text
00:51:51,Speaker G,"what that number represents, but I understand what you're saying, and we can dig in and get more information for you. So, my next question, I think you may have said it a while ago,"
00:52:04,Speaker B,"but if you did, I was trying to think about"
00:52:07,Speaker E,"this last question. How much does it cost per child? And when you pass all that out among the family, what's the average cost per family? So, Mr. Chair, Representative Chatfield,"
00:52:19,Speaker G,"we estimate it's a On average, remember we have different settings, different quality levels, different ages. So,"
00:52:25,Speaker E,"if we're just saying average of everything, we're estimating about"
00:52:28,Speaker B,"a$14,000 per child savings to families. So,"
00:52:30,Speaker D,"a$14,000 cost to the state for family or per child. We're saying it's a savings overall. Again, remember, we're averaging all age groups, all settings, all rates to come to that. But we have a whole, so I think I'm thinking, I'm very sorry, I'm not understanding you. Is it$14,000 cost per child to the state? Yes. If you want to take an average, yes,$14,000. Yes. Okay. That's it. Thank you very much, Ranking Member Chatfield. Next,"
00:53:01,Speaker G,"we're going to go to Representative Pettigroup. Thank you, Chairman. I wasn't expecting to be so soon. Secretary, can you tell"
00:53:09,Speaker B,me when? We first started funding early
00:53:10,Speaker G,"childhood in the state of New Mexico Mr. Chair, Representative Pettigrew, probably when they first established the child care development block"
00:53:18,Speaker E,"grant back in the late 80s, early 90s. I'm going to go with major funding from 2013. Can anybody verify that, Chairman? Ellie has that. Thank you, Mr. Chair, members of the committee. If you"
00:53:31,Speaker B,"look at your volume three, well, actually, let's just look"
00:53:34,Speaker G,"at your packet. That's probably an easier visualization. If you look at your main packet, you can see that first page shows you on the bottom chart, it's by program, what we've been spending since 2012. So you can see we're close"
00:53:51,Speaker B,"to 200 million there, and now we're over 900 million."
00:53:54,Speaker E,"So by program, so that's where you. See the spending trend. Chairman Kelly, thank you. Missed it by your year. I didn't see that chart. So, Chairman Secretary,"
00:54:04,Speaker G,can you tell me when your office was actually codified and you took office?
00:54:09,Speaker B,"Mr. Chair, Representative Pettigrew, I believe the"
00:54:10,Speaker G,"legislature created it in 2019, and we officially began in July 2020 with fiscal year 21 as our first fiscal year. Thank you, Chairman and Secretary. So, if I understand from what I learned from your presentation, and please correct me where"
00:54:27,Speaker B,"I'm wrong, we spend about one-third of your budget on students and two-thirds on government. Mr. Chair,"
00:54:33,Speaker E,"Representative Pettigrew, I'm not sure we spend about 95% of our budget. On programs and services that support, care for, and educate children. Thank you, Chairman, and thank you, Secretary. Let's break that down. Programs and support. How much of that money goes to students actually learning in the classroom versus government somebody being paid by the government to do a job? So, Mr. Chair, Representative Pettigrew, I think an important point you're"
00:55:03,Speaker B,raising is that the prenatal to five
00:55:04,Speaker E,early childhood programs and services are delivered through our private
00:55:07,Speaker B,"sector, both through nonprofit and for-profit providers who hire people who are educated and do professional development, and they get then reimbursed by the state to provide that care and education. Intervention and services for children and families. So that's so if Mary Beth has the actual numbers by program? Mr. Chair Representative, this might help a little bit, hopefully. So overall for FY26, the agency's budget is just under about$990 million. Of that, their personnel is$36.5 million. And of that, their contracts are about$123 million. So if you, it doesn't work out exactly apples to apples, right? Because there could be some contracts that are direct services, right? But let's just assume conservatively, and it would be about 15%. Well, there's 772 million in the other category. And that's all the services that go out to the communities. And the other thing that I'll note is within contracts, home visiting is paid through contracts, which is also direct service. So this is pretty specific. Kelly might be"
00:56:18,Speaker G,"able to provide some more to help, but this might be something that we need to put"
00:56:24,Speaker D,"together and send to you. But I just wanted to give you kind of that high level that the vast majority of their money is in that direct services going out to the communities. Thank you very much. Chairman Kelly, do you want to add? Mr. Chairman of the Committee, so LFC's best estimate in the current operating year, direct services is about$856"
00:56:49,Speaker B,million of their$987 million. So it's a big portion of
00:56:52,Speaker G,"it is going out to the community in direct services. We can break it out, but generally we're in agreement with that. Chairman Kelly. Secretary, I'm going to. Struggle with some of those numbers with respect to direct services versus how much makes it into somebody else's pocket that is not in the classroom or is not helping. And I'm going to be very specific. I don't see that when I look at some of the numbers out there with early childhood with some of the expenses going out. I'm pretty good on reading those books. And I struggle with where we've been from when we codified this office to the amount of money we're spending right now to the growth. And let's just say third grade reading level hadn't moved. The needle hadn't moved. And we can talk about that. We can excuse it away all we want at the end. End of the day, we are throwing money to a system that is inefficient and ineffective. Mr. Chair, Representative Pettigrew, I think we"
00:58:06,Speaker E,"have excellent data to show that the investments are actually making a difference in children's lives. The recent data we collected, 98% of our kindergarten students, we collected population-based data on all areas of development. 75% of them are on track. We have seen excellent increases in biggest gains in kindergarten reading scores and in third grade reading scores. And 80% of New Mexico children zero to five are flourishing, according to a national health study. So I think the investments actually we have the data to show they're working, but they have to be sustained. We have to make sure that the system remains comprehensive and universal"
00:58:51,Speaker B,"and high quality. Secretary, I love to"
00:58:52,Speaker G,debate with you. It's fun. uh chairman i appreciate the latitude with respect to this um i'm an engineer by trade i can make numbers do whatever i want i'm i
00:59:04,Speaker B,can do static i'm a good statician i can i
00:59:07,Speaker G,can go through those numbers i can tell you what page and volume it's on i'm really
00:59:13,Speaker B,good at that I can manipulate numbers
00:59:15,Speaker G,"to do whatever I want. At the end of the day, the performance that the governor talked about yesterday, the performance that you're talking about today in my"
00:59:25,Speaker B,"30,210 constituents is not accurate. I don't get a number."
00:59:28,Speaker G,"I don't get a phone call from your office saying, hey, we're coming down. I don't get to meet with you at the same time I'm meeting with. The people that provide their early childhood, and I'm going to continue to have"
00:59:45,Speaker B,"a problem with that, and I'm going to continue to"
00:59:48,Speaker G,"fight your budget until we fix that. Thank you, Chairman. Thank you, Representative Pettigrew. We're going to go next to Representative Luhan and then Representative Dow. Thank you, Mr. Chair. Thank you for the presentation again today as"
01:00:03,Speaker B,we're having this ongoing conversation. Just a few questions as
01:00:06,Speaker G,"I'm hearing both explanations of the budget, Mr. Chair. How many families that we are serving now"
01:00:12,Speaker A,"are low income versus others percentage-wise or numbers-wise, Mr. Chair? Mr. Chair, Representative Luhan, thank you for"
01:00:18,Speaker I,"that question. As we said, 44% of the newly enrolled were already eligible up to the 400% federal poverty. Yeah, and we saw some of our greatest gains in the under 100 and 0 to 100. And how many families that are high income earners are participating in current programs? Mr. Chair. And Mr. Chair, Representative Liu Han, would you would say higher, would you have"
01:00:45,Speaker B,a well yours is at 800% of
01:00:46,Speaker E,"44% are at 400% of the federal poverty or lower. And I need my team to do some quick math for me. Oh, tell me. 65% would be over 400%. Thank you. But if you're talking about the highest highest income earners, are they even"
01:01:04,Speaker I,"participating in our programs? Yes, we do have about 712 families who are over 320. 21,000 for a family of four. And where are they located mostly, Mr."
01:01:15,Speaker E,"Chair? That, Mr. Chair, Representative Lujan, I would have to have the team pull that data. Yeah,"
01:01:21,Speaker I,"I'd like to see a geographic spread of that, Mr. Chair, because we're looking"
01:01:25,Speaker E,"at economic development, and I'm looking at the other numbers that you're showing us on page five of your presentation, Secretary. And I'm looking at the areas where we have the"
01:01:37,Speaker B,"highest, where I see where we've made a lot of"
01:01:40,Speaker E,"investment from our own state dollars in economic development and growth. I mean, I'm looking at, of course, Bernalillo is going to be the"
01:01:49,Speaker I,"standout always, right? But we put so many tens of"
01:01:52,Speaker E,millions of dollars there. So I'd like to see a geographic kind of build out. I don't know if you've thought about that. I'm
01:02:01,Speaker B,"looking at Lee County, Los Alamos, Sotero,"
01:02:03,Speaker I,"San Juan, Sandoval. And Valencia. Valencia being really high. And"
01:02:06,Speaker E,"that's where a lot of the economic development is going. And so, when I'm"
01:02:10,Speaker I,"looking at the scope of what we're trying to do here, and when you posted on one of your pages about the$57 billion across"
01:02:19,Speaker B,the country where child shortages push parents
01:02:21,Speaker I,"out of the workforce, that to me is a standout for me of why this is really important. And I want to say, have you looked at what that means in New Mexico? Because I try to look at information and data in correlated events and spreads, if you will. And so to me, just looking at those numbers that you gave us across the state and where we're having all those influxes of dollars and where we know we're going to be putting even more in, like it's Valencia, we have, you know, Meta and all these big tech and further growth. That's where the families need it. And yeah, they're going to have more income coming into them, but they're also going to need the leverage of having child care if we're going to produce and create more families and have an effect or change on our birth weight, which then gets me into education. Do we know how much we pay for per child with the SEG formula, Mr. Chair? It's off the top of our heads, I'm sorry. Mr. Chair, I did ask every I've got some education experts on your I think it's about 11,000 per student, right? So that's per student across the entire state, right? For public education. I think it's a little bit on average, yeah. On average, right. Okay, so and you're looking at 14,000 per child for this program. With, you know, I think that we really need to look into these numbers and how we are taking care of our population in New Mexico with those with the greatest needs. And this is how we're coming to it. We need to, we're here to have discussions and"
01:04:22,Speaker E,"how we're going to formulate this to. Finer point, but I just want to draw upon those"
01:04:28,Speaker I,"things that I am looking at. And yeah, so and it's my understanding in talking to being here in Santa Fe, right? I, you know, we have different areas and different populations just here, diverse populations and incomes. And I just note that the families that I know that have really high incomes don't really participate in these types of programs. They don't. Those that are on the, you know, in the gap that are dual income, they are. And I just had a good friend of mine, and both his wife and he work and they have"
01:05:09,Speaker B,"to pay, they're benefiting actually from this"
01:05:10,Speaker I,"program because they have a 12-year-old child and they have a two-year-old child. And it's the two-year-old child that they're really grateful and happy to say that they are. They even said they felt a Little guilty because of their income, but then they were. I was like, Well, tell me about your budget and your family and your budget, and the income of four people living in Santa Fe, to you know, the house they have to more, all the things. And at the end of our conversation, they said, I guess I don't feel guilty because it's really helping us. And if we didn't have this in place, one of us would have to stay home. And then that would really inflict some, you know, cost to their family income. And I just want to say, when we looked at housing and we're had, you know, the whole how we were going to fund housing and expand housing in our state, and you know, we were like, well, what are those buckets, if you will, of populations that need housing? And we decided if we were going to have the economic development that we needed in our state, then we were going to have to dedicate a certain amount of funding to those types of housing investments. And so to me, this is very related to what we did there and serving. Everybody, and I get that. And I also understand to the point of what on average, this is my last question: what on average of those families that can't afford, that have higher incomes usually pay for their children for child care? Mr. Chair. Mr. Chair, Representative Lujan, that's such a great question. And it's going to vary by the provider and the family. Oftentimes, that's why it's"
01:07:18,Speaker E,"so important for Universal. So we know that our child care providers are getting the level of revenues that they need to be able to provide the quality care. Because in some communities, they may just charge a parent half or three quarters of what the state's paying because they know that's all families can afford. And some they might charge them more. So I think this really creates the equity and the consistency that we want for our child care system. And we've seen 12% growth in our child care sector just by the strategies and the policies that we've implemented here by. Making sure the revenues are there. Our child care providers do incredible work, highly skilled"
01:08:07,Speaker B,and sensitive work every day for children.
01:08:09,Speaker E,"So it's not what the state is paying. And sometimes I think you make a great point, though. It may be so much, the provider might be charging them$2,500 a month, and they'll say, maybe I'll just work part-time or maybe I won't work because that's a lot of money. And we need them to work. We need a workforce. We know that's another challenge in our state. And so I think it's multiple things that we benefit from when we invest in universal"
01:08:43,Speaker I,"child care. People know they can go to work. They know that they don't have that financial burden. Their children are learning and growing. And our child care sector is strong. Yeah, and I just think with universal child care, inherently, those that need it the most are going to automatically get it. That's what we're seeing. Yeah, that's exactly what I'm saying to you. And I'm sorry, Mr. Chair, I just had"
01:09:13,Speaker E,"one more question on the pay and increased. To pay for the workforce. Those programs that pay more than that, how are they participating or how do they participate in the program? Mr. Chair, Representative Luhan, are you talking about the enhanced rate that providers are opting into? They can go into their provider portal that we have on our data system and say that they'd like to opt in. They can decide to opt in at any time within the month, and then they attest that they're paying their staff those wages and"
01:09:52,Speaker B,"that they're open 10 hours a day,"
01:09:54,Speaker I,Monday through Friday. And then their rates
01:09:55,Speaker B,will shift to the enhanced rate. And
01:09:57,Speaker A,they can go back as they see their model. I think a lot of
01:10:01,Speaker B,"providers, child care providers across the state,"
01:10:03,Speaker J,"are definitely waiting to see how we come out of this session. And we're excited, though. Over 348 providers have already opted in, and that's exciting to see. That was my last question. Thank you, Mr. Chair. Thank you, Representative Luhan. Next, we're going to go to Representative. Representative Dow and then Representative Garrett. Representative Dow, please. Thank you, Mr. Chair. Thank you, Secretary. Thank you, Kelly. I just want to say that I am so proud to be an early childhood educator. An unexpected pregnancy at the age of 19 kind of became the catalyst of that. My work experience was at an early childhood program, and I fell in love with early childhood. It was something that changed the directory of my future. I have a degree in early childhood, and I have been coming to the roundhouse since 1999 when we paid more for an animal to stay at an animal shelter than we paid for infant care. So I'm so proud of New Mexico's progress and that we now rank 12th in the nation for the quality of care that we offer. And that is probably one of our most shining stars in this state. It was a long journey of raising provider rates, creating parity pay, having Programs where there were incentives for quality. I have over the privilege of assisting over 40 low-income families, many first-generation to go to college, mostly women, mostly Hispanic, that now have degrees. 36 of them are working in the Truth or Consequences School District. So it is very rewarding to be part of this. I say, I listened to, I'm listening, and it's such a complicated issue. It's hard for people to understand if you're not in the middle of it. We're talking about this as an economic driver, and that is real. And then they say, but that's not educational. And this is really real. And then we're saying, that's not school. But when did infants start going to school? Six weeks. And you mean, we're going to pay for a home setting? You know, so I'm listening to all of this, and there's so many directions that I could go with it. But I'm going to start with my first question. To Kelly, Mr. Chairman and Kelly. Kelly, you"
01:12:45,Speaker B,keep making the distinction between pre-K and
01:12:46,Speaker D,"child care, but yet you mentioned repeatedly that there's a small provider network. So I know in my case, our STAR 5 licensed childcare, which was nationally accredited, parallels pre-K standards, and it's the same provider network. In fact, when the pre-K,"
01:13:03,Speaker J,"before pre-K class started, the families in childcare had the exact those children had the same teacher. Then pre-K started, pre-K ended, same teacher. And we're calling it wraparound, and somehow the child care part didn't have an impact, but the pre-K"
01:13:19,Speaker D,part did. What percentage of child care centers have wraparound that are also doing
01:13:24,Speaker J,"pre-K have wraparound? You know, Mr. Chair, I think we're going to have to go back and look at that. I don't have the exact number, and I don't want to miss you on that. And I do agree that pre-K providers are child care providers, and it's a continuum of service and systems. And that's why we try and talk about the two systems together. Thank you, Mr. Chair, and I appreciate it, Kelly. Would you say that there are more ECECD pre-K providers that are providing wraparound services, or are there more public school pre-K providers providing wraparound services? Mr. Chairman Squinney, I have a spreadsheet. Let me pull it up on my computer. Thank you, Mr. Chair. And while you're looking it up, I'll tell you why it matters. When a child is three, when a child is four, maybe two, if they have special needs and they're getting early intervention services, and they don't have services at one site, their mom works full-time, their mom drops them off at seven and picks them up at"
01:14:39,Speaker E,"six. And they do that 52 weeks out of the year minus their vacation. Our expanded pre-K programs, I think, are at 1,200 hours a year. That's half of what a full-time working mother needs. So this system"
01:14:54,Speaker B,has to be integrated and it has
01:14:55,Speaker J,"to have wraparound. If you're going to a pre-K public school and then you have to go find another provider, hierarchy. If you have to go to another pre-K provider, that young child has to transition on a vehicle. They also have to have two sets of teachers, two sets of rules, two sets of curriculum, two sets of peers. There is a disruption in that. So there's a value to the continuity of care. Perhaps a mother would say, even if the pre-K program is at a star five school or a demonstration, one of the best public schools in the state, they might pick a star three center over that because they just want one drop off. They just want the simplicity of knowing who their child's teacher are. And there's a lot of simplicity to that. And would you agree, Secretary Griginski? Yeah, Mr. Chair, Representative Dow, thank you. Thank you so much. And thank you for everything you've done for the early childhood field here in New Mexico"
01:16:07,Speaker E,"and nationally. And echo what you say. And it's a lot happening. It's hard to explain it also. So thank you for those remarks. And yes, I agree. Thank you. Thank you. Thank you, Mr. Chair. And I just, I want. I don't want to sound negative about this because early childhood's my passion and strengthening families and raising"
01:16:31,Speaker B,healthy children is my passion. It's really
01:16:33,Speaker J,"why I even ran for office. But this is when the governor said 10,000 new children, I'm glad you clarified because it's not 2,000 new children. It's, because"
01:16:43,Speaker B,I looked in the counties I'm familiar
01:16:45,Speaker E,"with, it's easy for me because I'm in this world to see when I"
01:16:49,Speaker J,"look at Socorro County, 44 children are in universal free pre-K. And I text my friends right away. There's a licensed child care center who opted in, and New Mexico Tech opted in. Those are not new children. Those are children who had the parents were paying that, nope, they might not have been paying because it's universal child care enhanced. So even"
01:17:15,Speaker E,"in that 44 children in Socorro County, if that provider"
01:17:18,Speaker B,was a star five provider and they
01:17:19,Speaker E,"picked universal enhanced, the majority, only the children under 400% are newly free, but every child would have been counted as new. You'd still have to break it down and say, out of those 44 children in Socorro County, if they were already under 400%,"
01:17:37,Speaker B,"they were already free. Mr. Chair, Representative"
01:17:39,Speaker J,"Dow, excellent question. They were, but they were still paying."
01:17:42,Speaker B,So these would be new applicants of
01:17:43,Speaker J,"whose care we're paying for. They were technically eligible to not pay, but we do separate those who were just being paid and redetermined as of November 1 versus those who actually are newly enrolled in the child care assistance program. Thank you, Mr. Chair, and thank you, Secretary. You're telling me that in Socorro County, 44 children who'd never received any assistance before are now receiving free child care. Mr. Chair, Representative Dow, yes, that is correct. That is the number on here, Socorro County, yes. Mr. Chair, Madam Secretary, I'm sorry to disagree with your numbers."
01:18:24,Speaker E,"If I take an average, because we're working at averages, and there are 10,000 New unduplicated families"
01:18:30,Speaker B,"that are being served in New Mexico since November 1st. With your average ratios that you require, one teacher per child, that would require over 1,200 new workers. Where? And what"
01:18:42,Speaker J,"space? Because you're saying it's not in unlicensed care. Oh, Mr. Chair, Representative Dow came. I may"
01:18:48,Speaker E,"be stating this incorrectly. So it was a question earlier, I think, that Representative Chatfield was asking us: are these actually people who were never in a child care center who are now coming new? No, they potentially were enrolled in the New Mexico Tech Child Care Program, but were paying out of pocket privately, and now we are paying for their child care. Thank you, Mr. Chair, and thank you, Secretary. I would have to look"
01:19:19,Speaker J,at their ratio. I would have to look at their capacity to understand what you're saying. I don't believe that that facility is big enough to have had that be the case. But if someone does. Offer opt-in to the enhanced universal child care. The families under 400% were already receiving free
01:19:40,Speaker B,child care. And that was the case
01:19:42,Speaker E,"at New Mexico Tech. So if all they did was move from universal STAR 5 child care to enhanced child care, you're saying they had 44 families enrolled at New Mexico Tech Child Care Center that were over 400% of poverty. 44 children were already enrolled. Mr. Chair, Representative Dow, I'm not sure. Is that the only provider in Socorro County? I guess"
01:20:07,Speaker B,"I would. No, there's two. There's just two providers. Well, I'm in Sierra County. It could be"
01:20:13,Speaker E,"out of school time care providers. Okay. Okay, thank you. But okay, so I'm thank you. We can get you that detail though. Yes, thank you. Thank you, Mr. Chair, and"
01:20:25,Speaker B,"thank you for that. Well, I really"
01:20:27,Speaker J,"want to shift to is the infant care because isn't that where we're trying to expand the most? Mr. Chair, Representative Dow, yes, and you see that in our numbers. Those are the largest percent we are. And"
01:20:42,Speaker B,we know we did look at our
01:20:43,Speaker E,"school-aged care prior to universal child care in terms of the percent of. Eligible children, and we're serving about the same percent: about 11.6"
01:20:52,Speaker J,percent instead of 11.6 percent of all eligible school-aged children.
01:20:55,Speaker E,"So, um, we know, and you know, firsthand why that's important to the child care business model: that you know, having that age span helps offset the high"
01:21:06,Speaker J,"cost of infant toddler care. But you are absolutely correct, infant toddler care is our focus. Yes, so thank you, Mr. Chair, and thank you, Secretary. And it's it's where we need the most expansion. Um, but it's also the highest cost,"
01:21:22,Speaker E,"and everything you've been giving us is in averages. So, I'm going to shift to infant care. What is the cost of annual cost that the state of New Mexico will pay for a star five enhanced universal child care slot for an infant? Full time. Thank you, Mr. Chair. Representative Dow. I know I'm pretty sure my team can, I'm pretty sure it's$2,500 for an infant a month. I'm sorry, a month. So, someone help me with their quick"
01:21:55,Speaker B,"math.$2,500 times 12 is the annual 30,000,"
01:21:57,Speaker J,"yes. And then we have just Released our infant toddler contracted slots, which are only for infants and toddlers below 200%. And that is a little bit of a higher rate. But tell us what it is. Thank you, Madam. Is it$35,000?$37,000. Is it$37,000?$37,000. Thank you. Yeah. And that's they're providing all the diapers and the wipes and the support. They're doing the enrollment and eligibility. So it's almost like an early Head"
01:22:27,Speaker D,Start version of a state-funded. Okay. Thank
01:22:28,Speaker J,"you. Thank you, Mr. Chair, and thank you, Secretary. Now, on the early childhood pilot, the infant pilot, did you get more applications than you had funding requests? Mr. Chair, Representative Dow, I don't think it's closed. It closed yesterday. So we would report back to you. It closed yesterday. Thank you, Mr. Chair, and thank you, Secretary. Did you have to reissue that? We had to reissue it, Mr. Chair. Apologies. Representative Dow, because we had there were technical problems with our RFP. So that's why we had to reissue it. Okay, thank you. Thank you, Mr. Chair. Just for the body to know, I have a lot of friends in the industry, and several of them opted out of the infant pilot because the$27,000 for an accredited site was not enough. Is that correct, Mr. Chair and Secretary? Mr. Chair, Representative Dow, I don't know who left it out. There were some important changes we had to make when we reissued the RFP that I think would have addressed some of what I believe the provider's concerns were, which did include the cost per child, but also some ratio and group size and ramp-up period so that they could meet those requirements. So it wasn't like on day one, giving them that 18-month period to meet those requirements. So hopefully we have a lot of applicants. But it is an RFP. Thank you, Mr. Chair. It's not like an application I can share much about. It all goes through our chief procurement officer. Yeah. Thank you, Mr. Chair, and thank you, Secretary. I understand that. Phase in out would be because each of those classrooms"
01:24:25,Speaker A,"will serve less children and lower the ratio. And therefore, if they're already fully enrolled, they don't want to supplant or"
01:24:33,Speaker I,"just kick someone out so that they can do the program. Is that correct? Okay. So we'll be able to serve less children at a higher price per child and then have to ramp it. I'm saying all of this to just rationalize in my mind. I want to, I looked up some data and I want to read some data. First of all, this is so complicated. And I have a lot of depth and understanding. And I still don't understand what's going on. So it's difficult to work on something with such a high price tag,"
01:25:13,Speaker B,vote yes with the three decades of information that I
01:25:16,Speaker I,"have, knowledge I have, and not understand it. But what really got to me was I looked up some research on what percentage of young families would choose to stay home if they could afford to. And some studies were as high as 88%. That was a Washington Post study. There was a recent Gallup post that showed 56%. And there was a Pew study just recently that showed 64%. And I'm trying to get to it, so I'm not getting this about. But I mean, if we truly care about infants, and then it seems like the most compassionate and effective solution to do it simple, just stop expanding government programs and let infants stay home with their parents. Mothers give the support directly to their mothers during their first year of life. We're sitting here and we're debating whether to spend tens of thousands of dollars on a baby in a child care center or in a home, in a classroom or in a government facility, an institution. This is our youngest children. Infants don't benefit from programs. They benefit from stable, loving attachment to their mother or their primary caregiver. The first year of life is not about academics or workforce pipelines. It's about bonding. It's about brain development. It's about safety. It's about emotional. Security. And there is no government program that can replace that.$35,000 a year per child, and the price is going to go up. It hasn't gone down yet. It's going to go up. And I'm just sitting here and I'm wondering: even those of you who are home providers, even those of you who work in an early childhood setting, if you had the option of$35,000, would that impact your affordability and would you stay home with your child in their first year? Thank you, Mr. Chair. Thank you very much, Representative Dow. Great"
01:27:28,Speaker B,questions. We're going to go next to Representative Garrett and
01:27:31,Speaker I,"then Representative Duncan. Thank you, Mr. Chair. Thank you, Representative Dow, because we've been hearing a lot about Greenland and Denmark and how they have a one-year paternity or maternity leave. So, you know, that's something I think is worth exploring. I want to say two things. First of all, early childhood care as a profession has been profoundly undervalued. I always quote: teachers are nation-builders. Early childhood educators are brain builders. And I think just educating ourselves, how many people on this panel have personally arranged early childhood education for your child? You personally, this is a personal issue, maybe not right now, but you've had to juggle what we're talking about. Okay, I"
01:28:19,Speaker A,"would think everybody with a child here has, or stay home or go to"
01:28:24,Speaker B,work. I just think it's important that we reflect our
01:28:27,Speaker I,"state because I know my first, when I stayed home the first year, I was working in South Korea. I was able to have my child for a year. Made all the difference, although he doesn't remember a thing about it and complains. So that's where we got it. And I think that there is the philosophy. Some people simply believe the mother should stay home and that we shouldn't even talk about this. Philosophical viewpoint. But I want to say something that, Secretary, you really mentioned in your data that we forget about the family well-being that comes from good child care. Because when"
01:29:10,Speaker E,"I did come back to the States, my first provider was very not up to par. When I moved my son into a really good program, and kudos to the University of New Mexico Child Care System for being pioneers, I was at peace. And so, I, you know, the more I hear about it, the more I really support universal child care because it uplifts our families. I think that these two handouts from the single mother detective and the firefighter and the ER nurse, where are our shortages in New Mexico? Nursing, childcare, everything in the medical field, everything in the education. Field, everything in public safety. So, I would say, at the very least, Mr. Chair, the LFC language talked about priority. If we implement co-payments in a system, the department should prioritize zero to three care, kinship, tan of low-income. I would say we should prioritize for first responders, medical personnel, educators, and yeah, public safety because they have enough troubles. When you're a teacher, you're dealing with so many things and you have to worry about am I going to make it to the"
01:30:30,Speaker I,"four o'clock pickup of my child? You know, and you rush off. The story of the ER nurse and paramedic having"
01:30:37,Speaker A,"to trade shifts, the single mother who's a detective and a trainer and an understaffed, these are all understaffed females. That"
01:30:45,Speaker G,"we vitally need. So I would say at the very least we should consider adding that to language. And then the other thing that struck me: we talk about the childhood outcomes. I want to remind actually Representative Pettigrew: it's not third-grade reading that determines a quick reminder, Rosavigar. I think we'll try to direct our questions and engagement through the panel. Oh, sorry. I would like to tell you guys, Mr. Chairman, that it's kindergarten attendance that determines more about high school graduation than third-grade reading scores. And so these programs really support this. The other thing, Mr. Chair, can you just mention the impact on the middle-income families? Because one of the statistics was that a third of the newly enrolled families were actually already income eligible, didn't realize it. And so, can you just talk about? Reaching that from lower middle income to higher income, the impact it has on people that are often at the height of career development. Can you say something about that? Yes, Mr. Chair and Representative Garrett, and thank you. Thank you for those questions and for putting in context the real life experience of what it means to juggle and have to have child care. The data that when we met with you, it's actually been updated. It's now 44% of the newly enrolled were already at or below 400%. And let's just remember that's$128,600 gross income for a family of four. And so I think it means that we've, you know, we've heard from the educators who can stay in New Mexico because they were going to have to leave and be near family because they needed the caregiving. The real choices that families are making and trade-offs to work to their full potential, potentially go back to school and pursue a career they've always wanted to pursue. So our child care program is paying for families who need care. And voluntarily want the care. And I just want to underscore that: that these aren't mandated programs, but when we"
01:33:09,Speaker A,see a workforce that's struggling or people that we're trying to recruit to this state or to get into the profession
01:33:16,Speaker H,"who have a very real challenge of affording child care, that becomes a limiting barrier. So these"
01:33:22,Speaker B,"are our firefighters, these are our first responders, our educators,"
01:33:25,Speaker H,our health professionals. They're in this category. And that's why we want to build a child care system that meets all families' needs. Thank
01:33:34,Speaker E,"you, Mr. Chair, and thank you for sharing that because I think it's a profound point. And that's my only point"
01:33:42,Speaker B,"right now. Excellent. Thank you very much,"
01:33:43,Speaker H,"Representative Garrett. Now we're going to go to Representative Duncan, then Representative Baca, then Representative Little. Representative"
01:33:49,Speaker B,"Duncan, please. Thank you, Mr. Chair. You"
01:33:51,Speaker E,"know, Mr. Chair, I think it'd be interesting if some of our departments were"
01:33:55,Speaker B,paid by commission with the outcomes of what they are.
01:33:58,Speaker E,"Madam Secretary, I look at the program. I look at"
01:34:01,Speaker B,"your chart here on page one of, and I look"
01:34:04,Speaker E,at fiscal year 12 to fiscal year 26. I look
01:34:07,Speaker B,"at the rise in overspending, and I'd"
01:34:09,Speaker E,love to tell you that I see the actual results
01:34:12,Speaker H,in that. And I think we should be able to
01:34:15,Speaker A,see the results in that. So let me ask you
01:34:18,Speaker E,"a question, or let me make a statement, and then you might be able to respond to"
01:34:24,Speaker B,"this. As a county commissioner, I walked"
01:34:25,Speaker H,"through and I had to tour our jail. I had to walk through and I had to ask these young people where their moms were, where their dads were. And almost without exception, they didn't know where their dad was or he was somewhere, some other city. One time"
01:34:45,Speaker B,"in the eight years that I was a county commissioner, where a young man said, my mom and dad are still"
01:34:52,Speaker A,together. I'm an idiot. That's it. One time. I went
01:34:55,Speaker D,back to my county commission at the time and I said I would rather pay. mom to stay home and take care of her kids than what she's doing now and that's going to work all day coming home getting dinner for a half hour and then going to her second job obviously that didn't go didn't go over very well with my with my commission
01:35:22,Speaker H,"but i would rather pay moms or dads to stay home with their children because the benefits aren't just going to be short-term four or five years in school those benefits will be 50 years down the road with the problems that we don't have now that we do have. I think moms or dads can raise their children better than any daycare provider can, period. I don't care who they are. I don't care what they are. And that's"
01:35:55,Speaker B,what I would do. If I were king for a
01:35:58,Speaker E,"day, your department would be extremely small, moms and dads. And providing the support that families need"
01:36:04,Speaker H,so that we can be successful in this state would be my top priority. And I don't think that's the top
01:36:12,Speaker E,priority with you. I think the top priority with you is to make sure that moms and dads are out working and children are
01:36:21,Speaker B,in daycare or in school somewhere. And
01:36:22,Speaker H,"I don't agree with that. Thank you, Mr. Chair. Thank you very much, Representative Duncan. Excuse me. Next, we're going to"
01:36:30,Speaker D,"go to Representative Baca, then Representative Little. Thank you, Mr. Chairman, and thank you for your presentation."
01:36:36,Speaker B,I'm going to be kind of very
01:36:37,Speaker H,"precise. Mr. Chairman and Secretary, what is your total budget through all funding sources that you had for last year? Mr. Chair, Representative Baca,$987 million. Mr. Chairman and Madam Secretary, how much of an increase"
01:36:51,Speaker B,"was that over the year before? Mr. Chair, Representative Baca, I think it was"
